ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code
5752010,HN560009,08/30/2007 06:31:46 PM,035XX W LAWRENCE AVE,031A,ROBBERY,ARMED: HANDGUN,SMALL RETAIL STORE,false,false,1712,017,39,14,03
5752135,HN550471,08/25/2007 10:10:00 PM,014XX W 79TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,true,false,0612,006,21,71,18
5752331,HN559212,08/30/2007 11:20:00 AM,014XX E 55TH PL,0460,BATTERY,SIMPLE,STREET,false,true,2131,002,5,41,08B
5752779,HN539662,08/16/2007 05:00:00 AM,045XX W GRENSHAW ST,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,1131,011,24,29,06
5752806,HN552337,08/26/2007 10:10:00 PM,080XX S ASHLAND AVE,2027,NARCOTICS,POSS: CRACK,VEHICLE NON-COMMERCIAL,true,false,0611,006,21,71,18
5752812,HN509097,08/04/2007 06:30:00 PM,019XX E 73RD PL,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,false,0333,003,5,43,26
5753022,HN561129,08/31/2007 07:00:00 AM,054XX S CORNELL AVE,0890,THEFT,FROM BUILDING,CONSTRUCTION SITE,false,false,2132,002,5,41,06
5753341,HN562370,08/31/2007 08:58:00 PM,015XX N CLEVELAND AVE,0460,BATTERY,SIMPLE,STREET,false,false,1821,018,43,8,08B
5753415,HN562561,08/31/2007 10:11:00 PM,041XX N LINCOLN AVE,0460,BATTERY,SIMPLE,RESTAURANT,true,false,1912,019,47,5,08B
5753958,HN562748,09/01/2007 01:24:30 AM,002XX W 61ST PL,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,OTHER,false,true,0711,007,20,68,26
5754093,HN561870,08/31/2007 05:00:00 PM,035XX N MEADE AVE,0560,ASSAULT,SIMPLE,ALLEY,false,false,1633,016,38,17,08A
5754264,HN561308,08/31/2007 10:10:00 AM,015XX W WASHBURNE AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,CHA PARKING LOT/GROUNDS,true,false,1231,012,2,28,26
5754509,HN563476,09/01/2007 12:30:00 AM,031XX N RUTHERFORD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,2511,025,36,18,14
5754765,HN563572,09/01/2007 01:45:00 PM,027XX N HALSTED ST,0560,ASSAULT,SIMPLE,STREET,false,false,1933,019,43,7,08A
5754806,HN563828,09/01/2007 04:40:06 PM,069XX S GREEN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0733,007,6,68,08B
5754863,HN564910,09/02/2007 03:00:00 AM,047XX S LAKE PARK AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),false,false,2132,002,4,39,07
5754901,HN563517,09/01/2007 11:00:00 AM,039XX W VAN BUREN ST,2027,NARCOTICS,POSS: CRACK,VACANT LOT/LAND,true,false,1132,011,24,26,18
5754987,HN562954,09/01/2007 06:12:15 AM,018XX W GREENLEAF AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2424,024,49,1,14
5755119,HN562390,08/31/2007 09:28:00 PM,036XX S PAULINA ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0922,009,11,59,05
5755241,HN560784,08/31/2007 04:39:00 AM,010XX N HONORE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1322,012,1,24,14
5755386,HN562911,09/01/2007 04:10:00 AM,038XX W MONROE ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,false,false,1122,011,28,26,04B
5755525,HN546966,08/23/2007 05:00:00 PM,061XX W 55TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,0811,008,23,56,14
5755527,HN561650,08/31/2007 03:15:57 PM,039XX W MADISON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,true,false,1122,011,28,26,14
5755671,HN564109,09/01/2007 07:35:51 PM,072XX S KIMBARK AVE,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,ALLEY,false,false,0324,003,5,43,03
5756002,HN562695,09/01/2007 12:36:55 AM,028XX N SAWYER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,1412,014,35,21,08B
5756318,HN565464,09/02/2007 02:25:39 PM,0000X N LOTUS AVE,0560,ASSAULT,SIMPLE,SIDEWALK,true,false,1522,015,28,25,08A
5756336,HN566261,09/02/2007 11:55:00 PM,051XX S CALUMET AVE,1340,CRIMINAL DAMAGE,TO STATE SUP PROP,CHA APARTMENT,false,false,0232,002,3,40,14
5756664,HN565682,09/02/2007 05:18:00 PM,069XX S PRAIRIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0322,003,6,69,08B
5756712,HN564911,09/01/2007 11:00:00 PM,094XX S STATE ST,0820,THEFT,$500 AND UNDER,CTA TRAIN,false,false,0634,006,21,49,06
5756869,HN566925,09/02/2007 09:15:00 PM,022XX N MARMORA AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,2515,025,37,19,05
5757580,HN567912,09/03/2007 03:00:00 AM,039XX W 26TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1013,010,22,30,07
5757599,HN568174,09/04/2007 03:00:05 AM,019XX W PRYOR AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,STREET,false,true,2212,022,19,75,26
5879696,HN686651,05/01/2005 09:00:00 AM,075XX S KINGSTON AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,0421,004,7,43,26
5757947,HN568046,09/03/2007 11:45:00 PM,054XX S CORNELL AVE,031A,ROBBERY,ARMED: HANDGUN,ALLEY,false,false,2132,002,5,41,03
5758113,HN567193,09/03/2007 02:30:00 PM,070XX S WINCHESTER AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,0735,007,17,67,08A
5758140,HN567307,09/03/2007 04:00:00 PM,073XX S PRINCETON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0731,007,17,69,14
5758151,HN567606,09/03/2007 07:24:38 PM,065XX N HOYNE AVE,0460,BATTERY,SIMPLE,OTHER,false,false,2412,024,50,2,08B
5758175,HN562301,08/31/2007 07:07:00 PM,066XX S RHODES AVE,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),false,false,0321,003,20,42,07
5758287,HN559521,08/21/2007 11:09:00 AM,050XX S PULASKI RD,1110,DECEPTIVE PRACTICE,BOGUS CHECK,CURRENCY EXCHANGE,true,false,0815,008,14,57,11
5758369,HN567944,08/30/2007 04:00:00 PM,083XX S SEELEY AVE,0580,STALKING,SIMPLE,STREET,false,true,0614,006,18,71,08A
5758546,HN568167,09/04/2007 03:20:18 AM,049XX W HUBBARD ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1532,015,28,25,18
5759112,HN566262,09/02/2007 12:01:00 AM,013XX N KOSTNER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2534,025,37,23,08B
5759254,HN565198,09/02/2007 11:19:00 AM,009XX W WINDSOR AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,2313,019,46,3,18
5759344,HN568671,09/04/2007 10:30:00 AM,030XX N KENMORE AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,1932,019,44,6,05
5759414,HN562083,08/31/2007 06:11:42 PM,064XX S LAFLIN ST,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,STREET,false,false,0725,007,17,67,03
5759541,HN564828,09/01/2007 11:30:00 PM,116XX S CARPENTER ST,0935,MOTOR VEHICLE THEFT,"THEFT/RECOVERY: TRUCK,BUS,MHOME",STREET,false,false,0524,005,34,53,07
5759599,HN568286,09/04/2007 06:50:00 AM,008XX W JACKSON BLVD,0810,THEFT,OVER $500,STREET,false,false,1213,012,2,28,06
5759609,HN570411,08/25/2007 06:00:00 PM,026XX W 21ST PL,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,false,false,1023,010,28,30,14
5759616,HN562664,09/01/2007 10:30:00 PM,036XX N DRAKE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,1732,017,35,16,08B
5759652,HN567992,09/03/2007 11:30:00 PM,025XX W FITCH AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2411,024,50,2,06
5759981,HN569937,09/04/2007 09:30:00 PM,006XX W DIVISION ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1822,018,27,8,14
5760490,HN569447,09/04/2007 08:00:00 AM,078XX S MORGAN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,false,true,0621,006,17,71,08B
5760665,HN568772,09/04/2007 04:00:00 AM,010XX E 46TH ST,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,false,false,2123,002,4,39,26
5760720,HN570900,09/01/2007 12:00:00 AM,022XX N CANNON DR,0810,THEFT,OVER $500,STREET,false,false,1814,018,43,7,06
5760942,HN569957,09/04/2007 08:54:05 PM,020XX N LECLAIRE AVE,2220,LIQUOR LAW VIOLATION,ILLEGAL POSSESSION BY MINOR,OTHER,true,false,2522,025,31,19,22
5761038,HN571041,09/01/2007 08:00:00 AM,015XX W MONROE ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,1211,012,2,28,06
5761336,HN571822,09/05/2007 06:33:00 PM,034XX W FOSTER AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,1712,017,39,13,26
5761439,HN571407,09/05/2007 08:00:00 AM,006XX N KEDZIE AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,1313,012,27,23,05
5761549,HN569423,09/04/2007 08:05:00 AM,034XX N LAKE SHORE DR,0460,BATTERY,SIMPLE,CTA BUS,false,false,2331,019,44,6,08B
5761712,HN571455,09/05/2007 07:00:00 AM,002XX S WOOD ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,1211,012,2,28,06
5761967,HN570648,09/05/2007 10:14:34 AM,009XX S AUSTIN BLVD,0460,BATTERY,SIMPLE,NURSING HOME/RETIREMENT HOME,false,false,1513,015,29,25,08B
5762164,HN562742,09/01/2007 01:30:00 AM,013XX N ASHLAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,1433,014,1,24,08B
5762259,HN570192,09/05/2007 12:51:08 AM,076XX N ASHLAND AVE,1330,CRIMINAL TRESPASS,TO LAND,OTHER,true,false,2422,024,49,1,26
5762378,HN570657,08/31/2007 03:08:00 PM,029XX W DEVON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,false,false,2412,024,50,2,14
5762590,HN572233,09/05/2007 11:00:00 AM,071XX S SOUTH SHORE DR,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0334,003,7,43,14
5762966,HN565742,09/02/2007 05:40:00 PM,005XX S STATE ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,false,0132,001,2,32,26
5763042,HN567747,09/03/2007 06:43:00 PM,052XX W BELMONT AVE,0880,THEFT,PURSE-SNATCHING,CTA BUS,false,false,1634,016,30,15,06
5763362,HN554861,08/28/2007 08:35:00 AM,038XX W NORTH AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,true,false,2535,025,30,23,16
5763668,HN571831,09/05/2007 08:00:00 AM,027XX W FOSTER AVE,0810,THEFT,OVER $500,SIDEWALK,false,false,2031,020,40,4,06
5763714,HN572181,09/05/2007 11:00:00 PM,016XX N TRIPP AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,true,2534,025,30,23,26
5763721,HN573517,09/06/2007 02:00:00 PM,048XX N MOODY AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,false,1622,016,45,11,26
5763775,HN574325,09/06/2007 10:30:00 PM,079XX S LA SALLE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0623,006,17,44,07
5763865,HN572822,09/06/2007 11:10:00 AM,023XX W RICE ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,1312,012,32,24,05
5763913,HN574448,09/07/2007 12:00:00 AM,057XX S CAMPBELL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0824,008,16,63,07
5763989,HN572775,08/23/2007 10:00:00 PM,054XX W MONROE ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,1522,015,29,25,05
5764074,HN572632,09/06/2007 08:40:00 AM,037XX W 31ST ST,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,"SCHOOL, PUBLIC, GROUNDS",false,false,1031,010,22,30,04A
5764729,HN573922,09/06/2007 12:00:00 PM,060XX S COTTAGE GROVE AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,2133,002,20,42,05
5765276,HN572911,09/06/2007 12:00:00 PM,080XX S UNION AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,false,false,0621,006,21,71,04A
5765547,HN568897,08/30/2007 08:00:00 PM,052XX W DIVERSEY AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),false,false,2514,025,31,19,07
5765925,HN575128,09/07/2007 01:00:00 PM,046XX N SHERIDAN RD,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,2312,019,46,3,14
5765940,HN574629,09/07/2007 09:16:00 AM,070XX S CALUMET AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0322,003,6,69,08B
5766069,HN576106,09/06/2007 09:25:00 PM,059XX W RICE ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,1511,015,29,25,26
5766081,HN576161,09/06/2007 04:00:00 PM,009XX S CLAREMONT AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,false,false,1224,012,25,28,11
5766090,HN576233,02/06/2007 06:00:00 PM,063XX N MAGNOLIA AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,2433,024,40,77,06
5766274,HN575277,09/07/2007 03:02:25 PM,055XX W MADISON ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",false,false,1522,015,29,25,08B
5766525,HN575908,09/07/2007 07:26:38 PM,003XX E 51ST ST,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,true,false,0224,002,3,38,26
5766543,HN570418,09/05/2007 08:11:00 AM,005XX E 92ND PL,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,false,false,0633,006,6,44,04B
5766641,HN573951,09/06/2007 07:59:15 PM,065XX S HOYNE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0726,007,15,67,08B
5766964,HN562076,08/31/2007 06:25:00 PM,063XX S WESTERN AVE,0460,BATTERY,SIMPLE,STREET,false,false,0825,008,15,66,08B
5767103,HN576571,09/08/2007 03:38:24 AM,048XX W ADAMS ST,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,1533,015,28,25,18
5767132,HN576324,09/07/2007 10:35:00 PM,048XX W ARTHINGTON ST,1513,PROSTITUTION,SOLICIT FOR BUSINESS,STREET,true,false,1533,015,24,25,16
5767381,HN575334,09/06/2007 03:30:00 PM,046XX W 47TH ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,STREET,false,false,0815,008,23,56,20
5767390,HN576866,09/08/2007 04:30:00 AM,071XX S CORNELL AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0324,003,8,43,05
5767540,HN578197,09/08/2007 11:00:00 PM,007XX E 50TH PL,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,true,0223,002,4,38,26
5767544,HN578252,09/08/2007 08:00:00 PM,048XX S HONORE ST,0890,THEFT,FROM BUILDING,APARTMENT,false,false,0931,009,20,61,06
5768171,HN578669,09/09/2007 12:00:00 AM,038XX N LINCOLN AVE,0890,THEFT,FROM BUILDING,BAR OR TAVERN,false,false,1923,019,47,5,06
5768259,HN578200,09/08/2007 11:25:00 PM,110XX S PARNELL AVE,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,STREET,false,false,2233,022,34,49,26
5768426,HN573355,09/06/2007 04:10:00 PM,012XX S LAWNDALE AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,true,false,1011,010,24,29,26
5768543,HN558396,08/29/2007 10:00:00 PM,069XX S PRINCETON AVE,0935,MOTOR VEHICLE THEFT,"THEFT/RECOVERY: TRUCK,BUS,MHOME",STREET,true,false,0731,007,6,69,07
5768648,HN578272,09/09/2007 12:35:00 AM,056XX S GREEN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0712,007,20,68,08B
5768682,HN578504,09/09/2007 04:00:00 AM,063XX S EGGLESTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0722,007,20,68,14
5768688,HN578235,09/08/2007 11:00:00 PM,073XX S DORCHESTER AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,false,0324,003,5,43,26
5768987,HN579713,09/09/2007 07:30:00 PM,101XX S ESCANABA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0431,004,10,51,14
5769070,HN569073,09/04/2007 11:10:00 AM,006XX S STATE ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,false,false,0132,001,2,32,06
5769170,HN578780,09/09/2007 08:30:00 AM,023XX W ROSCOE ST,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,1913,019,32,5,06
5769747,HN576966,09/07/2007 10:00:00 PM,012XX W WRIGHTWOOD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1933,019,32,7,14
5769854,HN577026,09/08/2007 11:20:04 AM,010XX N AVERS AVE,0330,ROBBERY,AGGRAVATED,SIDEWALK,false,false,1112,011,27,23,03
5769870,HN579359,09/08/2007 01:00:00 PM,027XX W POLK ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,1135,011,2,27,05
5769951,HN501497,07/31/2007 11:05:00 PM,046XX W MADISON ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,true,false,1113,011,28,25,16
5770054,HN579589,09/09/2007 07:12:00 PM,076XX S EMERALD AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0621,006,17,71,05
5770104,HN568334,09/04/2007 08:03:00 AM,100XX W OHARE ST,5007,OTHER OFFENSE,OTHER WEAPONS VIOLATION,AIRPORT/AIRCRAFT,false,false,1651,016,41,76,26
5770356,HN577782,09/08/2007 06:53:53 PM,020XX W BIRCHWOOD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,2424,024,49,1,08B
5770406,HN579583,09/09/2007 07:21:25 PM,015XX W SHERWIN AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,2423,024,49,1,05
5770672,HN580805,09/09/2007 02:00:00 AM,018XX S KILDARE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1012,010,24,29,14
5770947,HN581072,09/10/2007 01:30:00 PM,069XX S YALE AVE,0810,THEFT,OVER $500,RESIDENCE,true,false,0731,007,6,69,06
5770964,HN580756,09/10/2007 12:00:00 PM,012XX W NORTH AVE,0860,THEFT,RETAIL THEFT,OTHER,true,false,1433,014,32,24,06
5771051,HN581276,09/09/2007 12:55:00 PM,077XX S RIDGELAND AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,true,0414,004,8,43,26
5771130,HN579940,09/09/2007 11:55:00 PM,016XX N MOZART ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,false,true,1421,014,1,24,07
5771313,HN580721,09/10/2007 11:35:00 AM,101XX S PARNELL AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,true,false,2232,022,9,73,26
5771380,HN581311,09/10/2007 05:00:06 PM,092XX S ANTHONY AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0423,004,7,48,05
5771495,HN582203,09/10/2007 09:00:00 PM,001XX N CLINTON ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0111,001,42,28,06
5771899,HN580669,09/10/2007 11:00:00 AM,021XX E 87TH ST,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",false,false,0412,004,8,45,08B
5771932,HN582128,09/11/2007 04:06:43 AM,004XX E PERSHING RD,2027,NARCOTICS,POSS: CRACK,STREET,true,false,0212,002,4,35,18
5772174,HN580507,09/10/2007 10:37:06 AM,074XX N HOYNE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,true,false,2424,024,49,1,14
5772206,HN581763,09/10/2007 08:35:00 PM,109XX S WALLACE ST,0331,ROBBERY,ATTEMPT: AGGRAVATED,DRIVEWAY - RESIDENTIAL,true,false,2233,022,34,49,03
5772429,HN579164,09/09/2007 02:15:00 PM,086XX S CHAMPLAIN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0632,006,6,44,08B
5772649,HN576766,09/08/2007 08:00:00 AM,061XX S KENWOOD AVE,0460,BATTERY,SIMPLE,STREET,false,false,0314,003,20,42,08B
5772737,HN577733,09/08/2007 05:45:00 PM,105XX S WABASH AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,true,false,0512,005,9,49,26
5772893,HN582099,09/11/2007 02:50:00 AM,068XX S ABERDEEN ST,2027,NARCOTICS,POSS: CRACK,STREET,true,false,0724,007,17,68,18
5773169,HN581719,09/10/2007 08:20:00 PM,057XX S GREEN ST,2024,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,true,false,0712,007,16,68,18
5773288,HN578345,09/09/2007 01:38:17 AM,068XX S RIDGELAND AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,false,true,0332,003,5,43,26
5773595,HN579901,09/09/2007 11:15:00 PM,101XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,0511,005,9,49,08B
5773695,HN583780,09/11/2007 08:50:00 PM,062XX S CALIFORNIA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0823,008,15,66,08B
5773810,HN583169,09/11/2007 04:05:00 PM,053XX N MILWAUKEE AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,1622,016,45,11,06
5774258,HN580378,09/10/2007 09:10:00 AM,016XX S HAMLIN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1014,010,24,29,08B
5774330,HN583253,09/11/2007 05:00:00 PM,007XX E 63RD ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,LIBRARY,false,false,0312,003,20,42,26
5774351,HN566315,09/03/2007 12:16:26 AM,032XX W 63RD ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0823,008,15,66,08B
5774425,HN582400,09/11/2007 09:10:00 AM,042XX N DRAKE AVE,0560,ASSAULT,SIMPLE,RESIDENCE,true,false,1723,017,33,16,08A
5774962,HN575141,09/07/2007 01:50:00 PM,026XX W MADISON ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,true,false,1331,012,2,28,16
5775084,HN584544,09/09/2007 11:00:00 PM,040XX N KENMORE AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,2322,019,46,3,06
5775231,HN584277,09/12/2007 07:40:00 AM,021XX E 71ST ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,0333,003,5,43,06
5775603,HN585219,09/12/2007 05:00:00 PM,007XX W 16TH ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,1233,012,25,31,06
5775863,HN584553,09/11/2007 11:00:00 PM,097XX S AVENUE H,0810,THEFT,OVER $500,STREET,false,false,0432,004,10,52,06
5775869,HN575273,09/07/2007 02:40:00 PM,024XX W 59TH ST,0560,ASSAULT,SIMPLE,OTHER,false,false,0824,008,16,63,08A
5776065,HN586144,09/13/2007 12:00:00 AM,092XX S LA SALLE ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0634,006,21,49,05
5776136,HN574621,09/07/2007 08:54:06 AM,063XX S TROY ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0823,008,15,66,08B
5776529,HN578354,09/09/2007 01:54:57 AM,065XX S KEDZIE AVE,0460,BATTERY,SIMPLE,STREET,true,false,0831,008,15,66,08B
5776811,HN577931,09/08/2007 08:50:00 PM,062XX S EVANS AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0313,003,20,42,18
5776903,HN583716,09/11/2007 08:00:00 PM,028XX W MC LEAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1414,014,35,22,08B
5777003,HN586552,09/13/2007 10:00:00 AM,012XX N CLEAVER ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1433,014,1,24,06
5777047,HN584512,09/12/2007 09:30:00 AM,058XX S LAFAYETTE AVE,0610,BURGLARY,FORCIBLE ENTRY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,0233,002,20,40,05
5777440,HN587005,09/12/2007 05:00:00 PM,003XX W 111TH PL,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,0522,005,34,49,06
5777536,HN587662,08/29/2006 12:00:00 AM,031XX E 92ND ST,1310,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,false,false,0424,004,10,46,14
5777589,HN587803,01/26/2006 11:45:00 AM,012XX W ROOSEVELT RD,1310,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,false,false,1231,012,2,28,14
5777765,HN587228,09/13/2007 04:18:24 PM,045XX N MAGNOLIA AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,true,false,2311,019,46,3,18
5777829,HN586210,09/13/2007 08:40:30 AM,028XX E 93RD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,0423,004,7,48,08B
5778132,HN586798,09/13/2007 03:13:07 PM,065XX S WOOD ST,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",false,false,0726,007,15,67,08A
5778332,HN587965,09/14/2007 02:58:12 AM,066XX S DAMEN AVE,0460,BATTERY,SIMPLE,STREET,false,false,0726,007,15,67,08B
5778507,HN584709,09/10/2007 10:00:00 PM,021XX S FAIRFIELD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,false,true,1023,010,28,30,08B
5778735,HN579757,09/09/2007 09:23:38 PM,035XX W ROOSEVELT RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1021,010,24,29,18
